distance,"Actuation: compressing","Actuation: releasing","Force: compressing","Force: releasing"
"3.07",1,1,"58.64693732193734","56.79950142450144"
"3.08",1,1,"58.82877492877495","56.96193732193734"
"3.09",1,1,"58.91851851851854","57.01732193732196"
"3.1",1,1,"59.065527065527085","57.09988603988605"
"3.11",1,1,"59.18219373219375","57.17988603988606"
"3.12",1,1,"58.965527065527084","57.26937321937323"
"3.13",1,1,"59.47629629629631","57.450783475783496"
"3.14",1,1,"58.952706552706566","57.51116809116811"
"3.15",1,1,"59.75527065527067","57.66082621082623"
"3.16",1,1,"59.37621082621084","57.61296296296298"
"3.17",1,1,"59.4309116809117","57.72407407407409"
"3.18",1,1,"59.348433048433066","58.03091168091169"
"3.19",1,1,"59.48655270655272","57.77886039886041"
"3.2",1,1,"59.49680911680914","57.60398860398861"
"3.21",1,1,"59.5434757834758","57.90962962962965"
"3.22",1,1,"59.7809116809117","57.81125356125358"
"3.23",1,1,"59.75578347578348","57.649287749287765"
"3.24",1,1,"59.913817663817674","58.096296296296316"
"3.25",1,1,"59.82770655270657","58.23903133903136"
"3.26",1,1,"60.004721204721214","58.20655270655273"
"3.27",1,1,"60.27514245014247","58.02120472120474"
"3.28",1,1,"60.35185185185187","58.13527065527067"
"3.29",1,1,"60.06552706552708","58.30512820512823"
"3.3",1,1,"60.23828347578349","58.343091168091185"
"3.31",1,1,"60.15014245014246","58.45046296296298"
"3.32",1,1,"60.31980056980058","58.40527065527067"
"3.33",1,1,"60.402450142450164","59.11937321937324"
"3.34",1,1,"60.422364672364694","58.54212962962964"
"3.35",1,1,"60.51680911680913","59.11937321937323"
"3.36",1,1,"60.617236467236495","58.8292022792023"
"3.37",1,1,"60.61851851851853","58.84672364672366"
"3.38",1,1,"60.92142450142452","58.78091168091169"
"3.39",1,1,"60.83014245014247","58.60142450142452"
"3.4",1,1,"61.04135124135126","59.05078347578349"
"3.41",1,1,"61.215527065527084","59.18911680911683"
"3.42",1,1,"60.96894586894589","59.13304843304845"
"3.43",1,1,"61.21851851851854","59.291595441595454"
"3.44",1,1,"61.27257834757837","59.5409116809117"
"3.45",1,1,"61.20655270655273","59.47065527065528"
"3.46",1,1,"61.567236467236484","59.57535612535614"
"3.47",1,1,"61.3157834757835","59.75116809116811"
"3.48",1,1,"61.45307285307287","60.082621082621095"
"3.49",1,1,"61.42962962962964","60.05087505087507"
"3.5",1,1,"61.37578347578349","59.95087505087507"
"3.51",1,1,"61.65820105820107","60.07898860398862"
"3.52",1,1,"61.68561253561254","60.287505087505096"
"3.53",1,1,"61.97386039886042","60.13168091168093"
"3.54",1,1,"62.078860398860414","60.386894586894606"
"3.55",1,1,"61.92450142450144","60.458860398860416"
"3.56",1,1,"62.047578347578366","60.62546296296298"
"3.57",1,1,"62.23219373219375","60.80398860398863"
"3.58",1,1,"62.246039886039895","60.709971509971524"
"3.59",1,1,"62.64928774928777","60.61571021571023"
"3.6",1,1,"62.75680911680913","60.74296296296298"
"3.61",1,1,"62.57168091168093","60.751680911680936"
"3.62",1,1,"62.70552706552708","60.52279202279204"
"3.63",1,1,"62.70435490435492","60.79424501424503"
"3.64",1,1,"62.75014245014247","60.85527065527068"
"3.65",1,1,"63.080484330484346","60.83860398860401"
"3.66",1,1,"63.13834757834759","61.14629629629631"
"3.67",1,1,"63.32257834757836","61.25783475783478"
"3.68",1,1,"63.35680911680913","61.19202279202281"
"3.69",1,1,"63.62303622303624","61.1634757834758"
"3.7",1,1,"63.77168091168094","61.180398860398874"
"3.71",1,1,"63.846296296296316","61.28475783475786"
"3.72",1,1,"63.94552706552709","61.154415954415974"
"3.73",1,1,"63.769373219373236","61.31296296296298"
"3.74",1,1,"63.59424501424503","61.639245014245034"
"3.75",1,1,"63.578347578347596","61.545014245014265"
"3.76",1,1,"63.76149776149778","61.40552706552709"
"3.77",1,1,"63.87898860398862","61.636894586894606"
"3.78",1,1,"63.98817663817666","61.82706552706554"
"3.79",1,1,"64.19052706552708","61.91424501424503"
"3.8",1,1,"64.34950142450144","61.772706552706566"
"3.81",1,1,"64.43680911680913","62.30655270655273"
"3.82",1,1,"64.51680911680914","62.158347578347595"
"3.83",1,1,"64.53646723646726","62.32962962962964"
"3.84",1,1,"64.57834757834759","62.538603988604"
"3.85",1,1,"64.40334757834759","62.549116809116825"
"3.86",1,1,"64.63629629629631","63.50095216674166"
"3.87",1,1,"64.81039886039888","63.30825613133306"
"3.88",1,1,"65.39971509971512","63.26794871794874"
"3.89",1,1,"65.19629629629631","63.70911680911682"
"3.9",1,1,"65.0809116809117","64.31424501424503"
"3.91",1,1,"65.1843304843305","64.12112431380727"
"3.92",1,1,"76.16450142450144","70.54056980056981"
"3.93",,1,,"79.33988603988605"
