distance,"Actuation: compressing","Actuation: releasing","Force: compressing","Force: releasing"
"1.63",1,1,"45.504843304843305","42.637535612535615"
"1.64",1,1,"46.01766381766382","42.71339031339031"
"1.65",1,1,"45.59920227920229","43.2445868945869"
"1.66",1,1,"45.96125356125356","43.175997150997155"
"1.67",1,1,"45.769800569800566","43.68176638176638"
"1.68",1,1,"46.727492877492885","44.02471509971511"
"1.69",1,1,"46.07343304843306","44.27920227920229"
"1.7",1,1,"46.19074074074074","44.36381766381767"
"1.71",1,1,"46.31920227920229","44.64381766381767"
"1.72",1,1,"46.47407407407408","44.976638176638176"
"1.73",1,1,"46.661766381766384","45.164330484330485"
"1.74",1,1,"46.60638176638177","45.837150997151"
"1.75",1,1,"46.80433048433049","45.364672364672366"
"1.76",1,1,"46.72022792022793","45.53707773707773"
"1.77",1,1,"46.814733414733425","45.58048433048434"
"1.78",1,1,"46.95868945868946","45.67279202279203"
"1.79",1,1,"47.1145868945869","46.03817663817664"
"1.8",1,1,"47.11339031339031","46.11509971509972"
"1.81",1,1,"47.21424501424502","46.156638176638175"
"1.82",1,1,"47.246381766381774","46.2920227920228"
"1.83",1,1,"47.20612535612536","46.31612535612536"
"1.84",1,1,"47.19650997150998","46.422792022792024"
"1.85",1,1,"47.567920227920226","46.509971509971514"
"1.86",1,1,"47.70356125356126","46.67150997150998"
"1.87",1,1,"47.53240740740741","47.092022792022796"
"1.88",1,1,"47.724501424501426","46.61693121693122"
"1.89",1,1,"47.71202279202279","46.95942205942207"
"1.9",1,1,"48.080911680911676","46.85484330484331"
"1.91",1,1,"47.859650997151","47.05035612535613"
"1.92",1,1,"48.12193732193733","47.0980056980057"
"1.93",1,1,"48.44009971509972","47.342022792022796"
"1.94",1,1,"48.15356125356126","47.11189458689459"
"1.95",1,1,"48.286253561253574","47.55484330484331"
"1.96",1,1,"48.534330484330496","47.480056980056986"
"1.97",1,1,"48.45227920227921","47.58843304843305"
"1.98",1,1,"48.46723646723647","47.85014245014245"
"1.99",1,1,"48.46253561253562","47.998860398860394"
2,1,1,"48.57612535612536","47.57834757834758"
"2.01",1,1,"48.617150997151","47.89009971509972"
"2.02",1,1,"48.77279202279203","47.89868945868946"
"2.03",1,1,"48.84147334147334","48.12535612535613"
"2.04",1,1,"48.851638176638176","48.028774928774936"
"2.05",1,1,"49.06843304843305","48.09843304843305"
"2.06",1,1,"49.18022792022793","48.3956857956858"
"2.07",1,1,"49.30484330484331","48.35356125356126"
"2.08",1,1,"49.252279202279205","48.331339031339034"
"2.09",1,1,"49.24779202279203","48.67224257224257"
"2.1",1,1,"49.41407407407408","48.59150997150998"
"2.11",1,1,"49.53304843304844","48.72920227920228"
"2.12",1,1,"49.640099715099716","48.816381766381774"
"2.13",1,1,"49.57868945868946","48.73176638176639"
"2.14",1,1,"49.56253561253561","48.97022792022792"
"2.15",1,1,"49.81766381766382","48.92945868945869"
"2.16",1,1,"49.86574074074075","48.83561253561254"
"2.17",1,1,"49.95933048433049","49.14415954415955"
"2.18",1,1,"49.89202279202279","49.186039886039886"
"2.19",1,1,"50.01663817663818","49.0931216931217"
"2.2",1,1,"49.88561253561254","49.19868945868946"
"2.21",1,1,"50.08740740740741","49.359971509971516"
"2.22",1,1,"50.23903133903135","49.45035612535613"
"2.23",1,1,"50.370227920227926","49.388603988604"
"2.24",1,1,"50.31723646723648","49.73048433048433"
"2.25",1,1,"50.45484330484331","49.47920227920228"
"2.26",1,1,"50.453561253561254","49.869586894586895"
"2.27",1,1,"50.69304843304844","49.70381766381767"
"2.28",1,1,"50.70292022792023","49.62150997150998"
"2.29",1,1,"50.67834757834758","49.87150997150998"
"2.3",1,1,"50.6954415954416","49.91189458689459"
"2.31",1,1,"51.12022792022793","49.929202279202286"
"2.32",1,1,"50.754415954415954","50.03253561253561"
"2.33",1,1,"50.929202279202286","50.247150997150996"
"2.34",1,1,"50.904843304843304","50.20676638176638"
"2.35",1,1,"51.006894586894596","50.211509971509976"
"2.36",1,1,"51.22492877492878","50.31926638176638"
"2.37",1,1,"51.14125356125357","50.35099715099716"
"2.38",1,1,"51.253048433048434","50.32975172975174"
"2.39",1,1,"51.40441595441596","50.460740740740746"
"2.4",1,1,"51.331339031339034","50.62227920227921"
"2.41",1,1,"51.38586894586895","50.62843304843305"
"2.42",1,1,"51.59586894586896","50.70997150997151"
"2.43",1,1,"51.47356125356125","51.36830484330485"
"2.44",1,1,"51.74074074074074","50.788176638176644"
"2.45",1,1,"51.6695868945869","51.197150997151"
"2.46",1,1,"51.723304843304845","50.87343304843305"
"2.47",1,1,"52.01595441595442","51.216638176638185"
